"Dye.Pattern","Sex","Right.Tag","Left.Tag","Numerical.Age","Mass","Length","Month","Day","Year","Zygomatic.Arch","Social.Group","vijay"
40,"Female",134,251,3,3.88,66,6,20,2001,67.4,"K-Talus",1
41,"Female",248,147,4,5.3,73.5,7,30,2000,67.6,"West",1
41,"Female",248,147,5,4,66,6,24,2001,61.6,"West",1
41,"Female",248,147,5,4.45,69,7,1,2001,68.2,"West",1
41,"Female",248,8026,6,5.03,73,8,6,2002,58.1,"West",1
41,"Female",248,505,7,3.68,69,5,6,2003,69.1,"West",1
41,"Female",248,505,7,4.7,75,7,12,2003,65.7,"West",1
41,"Female",248,505,8,4.98,67,7,10,2004,69.24,"West",1
41,"Female",248,256,6,4.3,69,6,21,2002,70,"West",1
42,"Female",236,237,4,6.1,71,8,11,2000,74.1,"K-Talus",1
43,"Male",286,287,1,1.33,46,7,8,2001,48.8,"Oblivion 3",0
43,"Male",286,287,1,1.55,49,7,22,2001,50.8,"Oblivion 3",0
43,"Male",286,287,1,1.7,"NA",7,27,2001,52.3,"Oblivion 3",0
43,"Male",286,287,1,1.28,46,7,3,2001,47.5,"Oblivion 3",0
43,"Male",286,350,2,2,58,6,12,2002,57.7,"Oblivion 3",0
43,"Male",286,397,2,2.33,65,6,26,2002,58.4,"Oblivion 3",0
43,"Male",286,397,2,2.83,"NA",7,11,2002,58.3,"Oblivion 3",0
43,"Male",286,287,1,2.15,57,8,6,2001,56.2,"Oblivion 3",0
43,"Male",286,397,3,2.63,61,6,6,2003,61.4,"Oblivion 3",0
43,"Male",286,397,3,3.2,63.5,6,20,2003,62.2,"Oblivion 3",0
43,"Male",286,397,2,3.35,59,7,30,2002,53.37,"Oblivion 3",0
45,"Male",249,177,1,2.33,50,6,24,2000,58.3,"Oblivion 1",0
45,"Male",249,177,2,3.7,66,6,27,2001,65,"Oblivion 1",0
45,"Male",249,177,2,3.85,60,7,4,2001,63.2,"Oblivion 1",0
45,"Male",249,177,2,4.03,59,7,11,2001,64.2,"Oblivion 1",0
45,"Male",249,177,2,4.53,63,7,22,2001,63.6,"Oblivion 1",0
45,"Male",249,177,2,3.7,65,6,30,2001,67.3,"Oblivion 1",0
45,"Male",249,177,2,5.3,66,8,6,2001,67.8,"Oblivion 1",0
46,"Female",178,179,3,3.4,60,6,24,2000,63.9,"Oblivion 2",0
46,"Female",178,179,4,4.2,66,7,3,2001,66,"Oblivion 2",0
46,"Female",178,179,5,4.36,63,6,18,2002,66.3,"Oblivion 2",0
46,"Female",178,179,5,4.18,62,7,30,2002,59.63,"Oblivion 2",0
46,"Female",178,179,6,3.7,66,6,5,2003,65.7,"Oblivion 2",0
46,"Female",178,179,6,3.75,70.5,6,20,2003,67,"Oblivion 2",0
46,"Female",178,179,7,4.73,76,7,20,2004,66.4,"Oblivion 2",0
46,"Female",178,179,5,3.97,63,7,11,2002,63.2,"Oblivion 2",0
47,"Female",181,182,1,3.28,50,7,30,2000,60.7,"Oblivion 2",0
47,"Female",181,182,2,3,54,6,23,2001,62.2,"Oblivion 2",0
47,"Female",181,182,2,4.1,55,7,22,2001,63.9,"Oblivion 2",0
47,"Female",181,182,1,2.03,40,6,24,2000,57.3,"Oblivion 2",0
48,"Female",183,184,2,2.85,58,6,30,2001,61.2,"Oblivion 3",0
48,"Female",183,184,2,3.13,57,7,3,2001,59.2,"Oblivion 3",0
48,"Female",183,184,2,3.93,63,7,22,2001,61.2,"Oblivion 3",0
48,"Female",183,184,1,2.03,48,6,24,2000,55.7,"Oblivion 3",0
48,"Female",183,184,3,3.08,56,5,25,2002,64.9,"Oblivion 3",0
48,"Female",183,184,3,4.58,66,7,11,2002,64.8,"Oblivion 3",0
48,"Female",183,184,4,3.35,67,6,5,2003,64.6,"Oblivion 3",0
48,"Female",183,184,4,4,61,6,21,2003,65.2,"Oblivion 3",0
48,"Female",183,184,4,5.8,65,8,3,2003,71.6,"Oblivion 3",0
48,"Female",183,184,5,4.65,62,7,22,2004,66.3,"Oblivion 3",0
48,"Female",183,184,2,4.25,64,8,6,2001,66.8,"Oblivion 3",0
49,"Male",185,186,4,5.05,65,6,26,2000,73.3,"West",1
"4C","Male",579,580,0,6.1,67,7,14,2003,76.4,"Oblivion 3",0
"4D","Female",626,627,0,0.5,31,7,24,2003,38.5,"H-Talus",0
"4D","Female",626,627,1,2.95,63,7,25,2004,57.1,"H-Talus",0
"4E","Male",599,600,0,1.08,45,8,7,2004,46.43,"West",1
"4E","Male",599,600,0,0.53,35,7,19,2004,43.7,"West",1
"7K","Female",571,572,2,4.78,66.5,8,8,2004,66.68,,0
"4L","Male",555,556,0,0.7,39,7,23,2003,44,"West",1
"4L","Male",555,556,1,2.63,59,7,10,2004,58.95,"West",1
"4L","Male",555,556,1,3.58,66.5,8,3,2004,62.78,"West",1
"4L","Male",555,556,0,1.36,42,8,10,2003,47.9,"West",1
"4P","Female",543,544,0,0.7,39.5,7,18,2003,46.5,"Oblivion 1",0
5,"Male",25,26,0,0.23,"NA",7,13,1999,37.3,"Camp Creek",1
5,"Male",25,26,0,1.33,30.3,8,26,1999,39,"Camp Creek",1
5,"Male",25,26,1,0.75,38,5,28,2000,46.3,"Camp Creek",1
5,"Male",25,26,1,0.9,39.5,6,2,2000,47.1,"Camp Creek",1
5,"Male",25,26,0,0.74,30,7,30,1999,41.2,"Camp Creek",1
5,"Male",25,26,1,1.25,48,6,20,2000,50.2,"Camp Creek",1
5,"Male",25,26,1,1.8,52,7,9,2000,"NA","Camp Creek",1
5,"Male",25,26,1,1.9,"NA",7,11,2000,"NA","Camp Creek",1
5,"Male",25,26,1,1.05,40,6,9,2000,48.1,"Camp Creek",1
5,"Male",25,26,2,2.35,60,6,18,2001,57,"Camp Creek",1
5,"Male",25,26,2,3.35,"NA",7,12,2001,61.1,"Camp Creek",1
5,"Male",25,26,2,3.63,63,7,20,2001,61.1,"Camp Creek",1
5,"Male",25,26,2,4.73,"NA",8,12,2001,"NA","Camp Creek",1
5,"Male",25,26,3,3.13,57,5,31,2002,62.9,"Camp Creek",1
5,"Male",25,26,3,3.38,50,6,9,2002,60.9,"Camp Creek",1
5,"Male",25,26,4,5.18,82,7,14,2003,70.2,"Camp Creek",1
5,"Male",25,26,1,2.53,55,7,31,2000,55.1,"Camp Creek",1
50,"Male",100,101,4,7.65,72,8,19,1999,76.5,"West",1
50,"Male",100,101,5,5.2,63,6,19,2000,76.1,"West",1
51,"Female",66,67,0,1.05,37,8,4,1999,45.8,"H-Talus",0
51,"Female",66,67,1,1.43,45,7,2,2000,52.8,"H-Talus",0
51,"Female",66,67,1,1.68,50,7,9,2000,48.7,"H-Talus",0
51,"Female",66,67,2,2.53,57,6,27,2001,58.3,"H-Talus",0
51,"Female",66,67,2,2.88,55,7,8,2001,58.2,"H-Talus",0
51,"Female",66,67,2,3.7,63,7,28,2001,58.9,"H-Talus",0
51,"Female",66,67,2,4.18,66.5,8,15,2001,66.8,"H-Talus",0
51,"Female",66,67,3,2.75,55,5,29,2002,61.3,"H-Talus",0
51,"Female",351,67,3,4.3,62.5,7,11,2002,55.5,"H-Talus",0
51,"Female",502,67,4,3.33,68,5,21,2003,66.9,"H-Talus",0
51,"Female",66,67,2,2.48,60,6,22,2001,58.3,"H-Talus",0
52,"Male",68,69,0,1.13,39,8,5,1999,46.7,"H-Talus",0
52,"Male",68,69,1,1.63,47,7,2,2000,51.9,"H-Talus",0
52,"Male",68,69,2,2.98,58,6,27,2001,61.1,"H-Talus",0
52,"Male",68,69,2,3.33,62,7,8,2001,61.7,"H-Talus",0
52,"Male",68,69,2,4.1,62,7,28,2001,63.9,"H-Talus",0
52,"Male",68,69,1,1.73,49,7,8,2000,53.7,"H-Talus",0
52,"Male",68,69,3,3.48,66,5,29,2002,65,"H-Talus",0
